student_id,student_level,international_status,program_category,semester_stage,semester,program_total_credits,credits,part_time_enrollment,scholarships,financial_aid,area_of_interest,research,academic_advisor,date_of_birth,age,SSN,nationality,place_of_birth,on_campus_work
SSCD_950,Undergraduate,Domestic,Business,Fall,3,120,9,,"In-State, General",In-State Grant,"Marketing Analytics, Entrepreneurship, FinTech","Dr. Andrew Patel, Dr. Isabella Rossi, Dr. Natalie Cooper",Morgan Ellis,2006-11-20,19,750-72-2494,American,Texas,Yes
SSCD_774,Undergraduate,International,Engineering,Spring,5,120,12,No,General,Not Eligible,Smart Infrastructure,Dr. Daniel Brooks,Taylor Johnson,2008-09-09,17,,Indian,Hyderabad,Yes
SSCD_404,Graduate,International,Computer Science,Fall,2,33,9,No,General,Not Eligible,"Blockchain, Cybersecurity","Dr. Noah Williams, Dr. Sofia Alvarez",Dr. Daniel Cho,2001-09-07,24,192-60-1228,Indian,Mumbai,Yes
SSCD_494,Undergraduate,Domestic,Engineering,Fall,3,120,9,,General,,Renewable Energy,Dr. Hannah Fischer,Taylor Johnson,2004-02-12,21,224-13-4920,American,New York,Yes
SSCD_778,Graduate,International,Computer Science,Fall,1,33,9,No,"Athlete, General",Not Eligible,Artificial Intelligence,Dr. Maya Iyer,Dr. Nisha Verma,1996-08-19,29,973-93-4522,Indian,Hyderabad,Yes
SSCD_839,Graduate,Domestic,Data Science,Fall,3,36,9,,"In-State, General",,Predictive Modeling,Dr. Aisha Rahman,Dr. Priyanka Shah,1998-11-26,27,505-92-8517,American,Texas,Yes
SSCD_108,Undergraduate,Domestic,Business,Fall,2,120,12,,"In-State, General",In-State Grant,"FinTech, Corporate Strategy","Dr. Natalie Cooper, Dr. Samuel Reed",Chris Dawson,2005-08-14,20,498-53-7624,American,Texas,Yes
SSCD_066,Undergraduate,International,Engineering,Spring,1,120,15,No,General,Not Eligible,Embedded Systems,Dr. Miguel Santos,Taylor Johnson,2006-01-10,19,,Chinese,Shenzhen,Yes
SSCD_582,Graduate,Domestic,Data Science,Fall,4,36,9,,"Alumni, In-State, General",Direct Subsidized Loan,Statistical Learning,Dr. Benjamin Ortiz,Dr. Marcus Lin,1997-05-22,28,434-61-5844,American,Texas,Yes
SSCD_165,Graduate,Domestic,General,Spring,2,36,9,,"Athlete, In-State, General","Direct Subsidized Loan, Institutional Grant, In-State Grant",Community Development,,Dr. Ava Greene,1998-04-12,27,880-98-4033,American,Texas,Yes
SSCD_049,Graduate,International,Computer Science,Fall,3,33,9,No,General,Not Eligible,Cybersecurity,Dr. Sofia Alvarez,Dr. Nisha Verma,1996-03-11,29,479-95-9850,Chinese,Beijing,Yes
SSCD_146,Undergraduate,Domestic,Business,Spring,2,120,9,,General,,Financial Risk,Dr. Chloe Martin,Morgan Ellis,2008-07-18,17,,American,Illinois,Yes
SSCD_322,Undergraduate,Domestic,General,Fall,5,120,9,,"In-State, General",Direct Unsubsidized Loan,"Social Justice, Environmental Studies, Interdisciplinary Research",,Quinn Harper,2006-02-01,19,854-52-7745,American,Texas,Yes
SSCD_596,Undergraduate,Domestic,General,Fall,6,120,15,,"In-State, General",,Community Development,,Riley Bennett,2006-06-28,19,330-35-3414,American,Texas,Yes
SSCD_952,Undergraduate,Domestic,Engineering,Fall,6,120,15,,"In-State, General",,"Robotics, IoT Systems","Dr. Rohan Mehta, Dr. Keira Johnson",Taylor Johnson,2005-05-19,20,430-41-2419,American,Texas,Yes
SSCD_585,Graduate,Domestic,Arts,Spring,3,33,9,,"Veteran, In-State, General","Direct Subsidized Loan, In-State Grant","Digital Media, Visual Design, Creative Writing","Dr. Yuna Sato, Dr. Marcus Thompson",Dr. Yvette Brown,1998-05-06,27,694-43-1626,American,Texas,Yes
SSCD_514,Undergraduate,Domestic,Business,Fall,1,120,9,,"Veteran, In-State, General",Direct Subsidized Loan,Corporate Strategy,Dr. Samuel Reed,Morgan Ellis,2005-10-08,20,187-41-2940,American,Texas,Yes
SSCD_787,Undergraduate,Domestic,Engineering,Fall,7,120,12,,"In-State, General",In-State Grant,Biomedical Engineering,Dr. Fatima Ali,Casey Alvarez,2005-08-19,20,868-23-7965,American,Texas,Yes
SSCD_699,Undergraduate,Domestic,Data Science,Fall,4,120,9,,"In-State, General",In-State Grant,Big Data Analytics,Dr. Jacob Stein,Jordan Nguyen,2005-04-29,20,489-45-8428,American,Texas,Yes
SSCD_217,Graduate,Domestic,General,Fall,3,36,9,,General,,Community Development,,Dr. Ava Greene,2000-02-24,25,340-44-6502,American,North Carolina,Yes
SSCD_088,Undergraduate,Domestic,Engineering,Fall,5,120,9,,"In-State, General",In-State Grant,Renewable Energy,Dr. Hannah Fischer,Casey Alvarez,2008-04-05,17,,American,Texas,No
SSCD_854,Undergraduate,Domestic,Business,Spring,3,120,9,,"In-State, General",,"Marketing Analytics, Financial Risk, Entrepreneurship","Dr. Andrew Patel, Dr. Chloe Martin, Dr. Isabella Rossi",Morgan Ellis,2004-05-25,21,370-90-4241,American,Texas,Yes
SSCD_850,Graduate,International,Computer Science,Fall,1,33,9,No,"Merit, General",Not Eligible,Blockchain,Dr. Noah Williams,Dr. Daniel Cho,1997-12-30,28,743-22-1645,Indian,Hyderabad,Yes
SSCD_723,Undergraduate,Domestic,Engineering,Fall,8,120,6,,"Veteran, In-State, General","Direct Unsubsidized Loan, Direct Subsidized Loan",Embedded Systems,Dr. Miguel Santos,Casey Alvarez,2004-09-22,21,691-34-2139,American,Texas,Yes
SSCD_416,Undergraduate,International,Engineering,Spring,3,120,12,No,General,Not Eligible,Biomedical Engineering,Dr. Fatima Ali,Taylor Johnson,2008-07-02,17,,Indian,Chennai,No
SSCD_991,Graduate,International,Computer Science,Fall,3,33,9,No,"Merit, Alumni, General",Not Eligible,Cybersecurity,Dr. Sofia Alvarez,Dr. Daniel Cho,1996-01-19,29,,Indian,Hyderabad,No
SSCD_623,Graduate,International,General,Fall,4,36,9,No,"Athlete, General",Not Eligible,"Interdisciplinary Research, Environmental Studies",,Dr. Samuel Price,1999-05-26,26,,Vietnamese,Hanoi,Yes
SSCD_979,Undergraduate,Domestic,Engineering,Fall,3,120,12,,"In-State, General",In-State Grant,Embedded Systems,Dr. Miguel Santos,Casey Alvarez,2005-01-19,20,766-44-9817,American,Texas,Yes
SSCD_902,Graduate,International,Computer Science,Spring,3,33,9,No,"Merit, General",Not Eligible,Blockchain,Dr. Noah Williams,Dr. Daniel Cho,1996-05-18,29,636-20-7484,Indian,Pune,Yes
SSCD_905,Undergraduate,Domestic,Business,Fall,5,120,12,,General,,"Entrepreneurship, Marketing Analytics, Financial Risk","Dr. Isabella Rossi, Dr. Andrew Patel, Dr. Chloe Martin",Chris Dawson,2005-11-23,20,915-82-1672,American,Washington,Yes
SSCD_346,Undergraduate,Domestic,Business,Spring,4,120,12,,"In-State, General",,FinTech,Dr. Natalie Cooper,Morgan Ellis,2004-12-01,21,841-31-8657,American,Texas,Yes
SSCD_153,Undergraduate,Domestic,Business,Fall,3,120,12,,General,,Entrepreneurship,Dr. Isabella Rossi,Chris Dawson,2008-09-27,17,,American,North Carolina,No
SSCD_089,Undergraduate,Domestic,Business,Fall,8,120,9,,"Athlete, In-State, General",Institutional Grant,Marketing Analytics,Dr. Andrew Patel,Morgan Ellis,2006-02-13,19,,American,Texas,No
SSCD_513,Undergraduate,Domestic,Business,Fall,6,120,9,,"In-State, General",In-State Grant,Marketing Analytics,Dr. Andrew Patel,Chris Dawson,2006-04-10,19,521-98-9117,American,Texas,Yes
SSCD_237,Undergraduate,International,Business,Spring,5,120,18,No,"Athlete, General",Not Eligible,"Entrepreneurship, Corporate Strategy","Dr. Isabella Rossi, Dr. Samuel Reed",Morgan Ellis,2008-03-15,17,,Chinese,Guangzhou,No
SSCD_048,Undergraduate,Domestic,Data Science,Spring,4,120,9,,"In-State, General",,"Statistical Learning, Predictive Modeling, Financial Analytics","Dr. Benjamin Ortiz, Dr. Aisha Rahman, Dr. Omar Hassan",Samantha Reed,2005-08-30,20,576-66-8244,American,Texas,Yes
SSCD_298,Graduate,International,Data Science,Fall,1,36,9,No,General,Not Eligible,"Healthcare Analytics, Predictive Modeling, Statistical Learning","Dr. Elena Petrova, Dr. Aisha Rahman, Dr. Benjamin Ortiz",Dr. Marcus Lin,2002-12-07,23,170-80-4394,Indian,Hyderabad,Yes
SSCD_549,Graduate,Domestic,Engineering,Spring,3,36,9,,"In-State, General",,Embedded Systems,Dr. Miguel Santos,Dr. Omar Farouk,1999-05-25,26,373-30-2771,American,Texas,Yes
SSCD_468,Graduate,International,Computer Science,Fall,3,33,9,No,General,Not Eligible,"Artificial Intelligence, Cloud Computing, Machine Learning","Dr. Maya Iyer, Dr. Liam Chen, Dr. Ethan Park",Dr. Daniel Cho,2002-03-24,23,951-46-2257,Indian,Kolkata,Yes
SSCD_613,Graduate,Domestic,Business,Spring,3,33,9,,"Alumni, In-State, General",Direct Subsidized Loan,Supply Chain,Dr. Victor Nguyen,Dr. Vanessa Cole,2001-02-11,24,891-47-2307,American,Texas,Yes
SSCD_076,Graduate,International,Computer Science,Fall,1,33,9,No,General,Not Eligible,"Cybersecurity, Human-Computer Interaction","Dr. Sofia Alvarez, Dr. Priya Nandakumar",Dr. Daniel Cho,2003-10-30,22,,Indian,Hyderabad,Yes
SSCD_548,Undergraduate,Domestic,Engineering,Spring,2,120,9,,"In-State, General",,Renewable Energy,Dr. Hannah Fischer,Taylor Johnson,2005-11-22,20,711-46-2647,American,Texas,Yes
SSCD_628,Undergraduate,Domestic,General,Fall,1,120,9,,"In-State, General",,"Public Policy, Community Development",Dr. Ava Greene,Riley Bennett,2004-11-30,21,440-80-9903,American,Texas,Yes
SSCD_718,Undergraduate,Domestic,Business,Fall,1,120,9,,"In-State, General",In-State Grant,Marketing Analytics,Dr. Andrew Patel,Morgan Ellis,2007-01-02,19,911-12-2524,American,Texas,Yes
SSCD_135,Undergraduate,International,Engineering,Fall,1,120,15,No,"Merit, General",Not Eligible,IoT Systems,Dr. Keira Johnson,Casey Alvarez,2004-10-03,21,234-11-6869,Indian,Hyderabad,Yes
SSCD_741,Graduate,International,Computer Science,Fall,4,33,6,Yes,General,Not Eligible,Artificial Intelligence,Dr. Maya Iyer,Dr. Daniel Cho,2000-10-20,25,844-92-3419,Chinese,Beijing,Yes
SSCD_666,Graduate,International,Computer Science,Spring,4,33,6,Yes,General,Not Eligible,Human-Computer Interaction,Dr. Priya Nandakumar,Dr. Nisha Verma,2001-08-08,24,746-97-5708,Chinese,Beijing,Yes
SSCD_800,Undergraduate,Domestic,Business,Fall,8,120,9,,"In-State, General",,"FinTech, Corporate Strategy","Dr. Natalie Cooper, Dr. Samuel Reed",Morgan Ellis,2004-01-12,21,,American,Texas,No
SSCD_096,Undergraduate,International,General,Fall,1,120,12,No,General,Not Eligible,"Public Policy, Environmental Studies, Interdisciplinary Research",Dr. Ava Greene,Quinn Harper,2006-03-25,19,579-19-3306,South Korean,Incheon,Yes
SSCD_685,Graduate,International,Arts,Spring,2,33,9,No,"Alumni, General",Not Eligible,Digital Media,Dr. Yuna Sato,Dr. Leila Haddad,2002-03-10,23,146-38-7475,Chinese,Guangzhou,Yes
SSCD_674,Undergraduate,Domestic,Engineering,Fall,7,120,12,,"In-State, General",,"Embedded Systems, Biomedical Engineering","Dr. Miguel Santos, Dr. Fatima Ali",Casey Alvarez,2005-04-05,20,791-37-9375,American,Texas,Yes
SSCD_083,Undergraduate,International,Data Science,Fall,6,120,12,No,"Athlete, General",Not Eligible,Healthcare Analytics,Dr. Elena Petrova,Samantha Reed,2004-02-18,21,521-82-3950,Chinese,Shanghai,Yes
SSCD_931,Undergraduate,Domestic,Engineering,Fall,3,120,9,,General,,Biomedical Engineering,Dr. Fatima Ali,Casey Alvarez,2008-10-28,17,,American,Florida,Yes
SSCD_508,Graduate,International,Computer Science,Fall,3,33,9,No,General,Not Eligible,Artificial Intelligence,Dr. Maya Iyer,Dr. Nisha Verma,1996-10-30,29,396-24-7636,Chinese,Shanghai,Yes
SSCD_019,Undergraduate,International,Engineering,Fall,8,120,12,No,General,Not Eligible,"Renewable Energy, Biomedical Engineering, Robotics","Dr. Hannah Fischer, Dr. Fatima Ali, Dr. Rohan Mehta",Casey Alvarez,2006-05-11,19,564-74-8048,Indian,Delhi,Yes
SSCD_840,Undergraduate,Domestic,Arts,Fall,7,120,9,,General,,Visual Design,,Jamie Kim,2008-01-29,17,,American,Illinois,No
SSCD_752,Undergraduate,International,Business,Fall,4,120,15,No,General,Not Eligible,"Marketing Analytics, Corporate Strategy, Entrepreneurship","Dr. Andrew Patel, Dr. Samuel Reed, Dr. Isabella Rossi",Chris Dawson,2008-06-07,17,,Indian,Chennai,No
SSCD_492,Undergraduate,Domestic,Business,Fall,4,120,9,,"In-State, General",,"Marketing Analytics, Supply Chain","Dr. Andrew Patel, Dr. Victor Nguyen",Chris Dawson,2008-08-18,17,,American,Texas,No
SSCD_264,Graduate,International,Computer Science,Fall,1,33,9,No,"Alumni, General",Not Eligible,Cloud Computing,Dr. Liam Chen,Dr. Nisha Verma,1997-11-13,28,,Indian,Hyderabad,Yes
SSCD_620,Graduate,International,Engineering,Spring,4,36,9,No,General,Not Eligible,IoT Systems,Dr. Keira Johnson,Dr. Helena Fischer,1996-04-22,29,,Indian,Hyderabad,Yes
SSCD_373,Undergraduate,International,Business,Fall,2,120,12,No,General,Not Eligible,Corporate Strategy,Dr. Samuel Reed,Chris Dawson,2006-02-14,19,,Indian,Hyderabad,Yes
SSCD_411,Undergraduate,Domestic,Arts,Fall,1,120,12,,"In-State, General","State Grant, Direct Unsubsidized Loan",Film Studies,Dr. Leila Haddad,Jamie Kim,2006-07-23,19,655-69-7812,American,Texas,Yes
SSCD_241,Graduate,International,Business,Fall,4,33,9,No,General,Not Eligible,FinTech,Dr. Natalie Cooper,Dr. Rakesh Iyer,1998-03-16,27,,Indian,Hyderabad,Yes
SSCD_947,Undergraduate,Domestic,Engineering,Spring,3,120,12,,General,,Smart Infrastructure,Dr. Daniel Brooks,Taylor Johnson,2006-02-17,19,355-19-8260,American,New York,Yes
SSCD_503,Undergraduate,International,Business,Fall,7,120,15,No,General,Not Eligible,Supply Chain,Dr. Victor Nguyen,Chris Dawson,2005-01-21,20,493-69-1672,Indian,Delhi,Yes
SSCD_937,Graduate,Domestic,Business,Spring,3,33,9,,"Veteran, In-State, General","Work Study, Pell Grant",Financial Risk,Dr. Chloe Martin,Dr. Rakesh Iyer,1997-06-14,28,180-80-5803,American,Texas,Yes
SSCD_140,Undergraduate,Domestic,General,Fall,2,120,9,,"In-State, General",In-State Grant,Interdisciplinary Research,,Quinn Harper,2008-08-24,17,,American,Texas,No
SSCD_551,Graduate,International,Computer Science,Fall,4,33,9,No,General,Not Eligible,"Human-Computer Interaction, Cybersecurity, Artificial Intelligence","Dr. Priya Nandakumar, Dr. Sofia Alvarez, Dr. Maya Iyer",Dr. Daniel Cho,2001-06-13,24,625-85-2786,Indian,Hyderabad,Yes
SSCD_355,Undergraduate,Domestic,Data Science,Fall,1,120,9,,"Athlete, In-State, General","State Grant, In-State Grant",Predictive Modeling,Dr. Aisha Rahman,Jordan Nguyen,2008-04-12,17,,American,Texas,No
SSCD_401,Graduate,International,Computer Science,Fall,1,33,9,No,General,Not Eligible,"Cloud Computing, Machine Learning, Human-Computer Interaction","Dr. Liam Chen, Dr. Ethan Park, Dr. Priya Nandakumar",Dr. Daniel Cho,1999-10-24,26,,Chinese,Guangzhou,Yes
SSCD_1000,Graduate,Domestic,Data Science,Fall,1,36,9,,"In-State, General",,Financial Analytics,Dr. Omar Hassan,Dr. Priyanka Shah,1998-07-23,27,322-17-9883,American,Texas,Yes
SSCD_361,Undergraduate,Domestic,Data Science,Fall,2,120,12,,"Merit, In-State, General","State Grant, Direct Subsidized Loan, Pell Grant, In-State Grant",Statistical Learning,Dr. Benjamin Ortiz,Samantha Reed,2007-01-16,18,,American,Texas,No
SSCD_412,Undergraduate,Domestic,Engineering,Fall,7,120,9,,"Merit, In-State, General",State Grant,"Robotics, Smart Infrastructure, Renewable Energy","Dr. Rohan Mehta, Dr. Daniel Brooks, Dr. Hannah Fischer",Taylor Johnson,2004-05-09,21,921-95-5065,American,Texas,Yes
SSCD_669,Undergraduate,Domestic,Engineering,Fall,3,120,12,,General,,Embedded Systems,Dr. Miguel Santos,Casey Alvarez,2007-12-25,18,,American,Florida,No
SSCD_242,Undergraduate,Domestic,Business,Fall,3,120,12,,"In-State, General","Work Study, Institutional Grant, Pell Grant",Marketing Analytics,Dr. Andrew Patel,Chris Dawson,2004-06-14,21,163-36-7883,American,Texas,Yes
SSCD_093,Undergraduate,International,Data Science,Fall,8,120,12,No,General,Not Eligible,Predictive Modeling,Dr. Aisha Rahman,Jordan Nguyen,2006-01-06,20,698-58-7086,Indian,Hyderabad,Yes
SSCD_794,Undergraduate,Domestic,General,Fall,7,120,9,,General,,Social Justice,,Quinn Harper,2005-07-09,20,891-61-9431,American,Washington,Yes
SSCD_200,Graduate,Domestic,Data Science,Fall,1,36,9,,"Merit, In-State, General",Institutional Grant,Big Data Analytics,Dr. Jacob Stein,Dr. Priyanka Shah,1997-06-14,28,,American,Texas,No
SSCD_958,Undergraduate,Domestic,Data Science,Spring,2,120,9,,"Veteran, In-State, General",Direct Unsubsidized Loan,"Healthcare Analytics, Financial Analytics, MLOps","Dr. Elena Petrova, Dr. Omar Hassan, Dr. Grace Kim",Samantha Reed,2004-06-12,21,977-83-7232,American,Texas,Yes
SSCD_436,Graduate,International,Business,Fall,3,33,9,No,General,Not Eligible,"Marketing Analytics, Supply Chain","Dr. Andrew Patel, Dr. Victor Nguyen",Dr. Rakesh Iyer,1997-11-28,28,,Indian,Hyderabad,Yes
SSCD_256,Graduate,International,Computer Science,Spring,1,33,9,No,General,Not Eligible,"Artificial Intelligence, Human-Computer Interaction","Dr. Maya Iyer, Dr. Priya Nandakumar",Dr. Nisha Verma,2000-06-29,25,965-48-4263,Indian,Hyderabad,Yes
SSCD_764,Undergraduate,International,Engineering,Fall,8,120,15,No,"Athlete, Merit, General",Not Eligible,IoT Systems,Dr. Keira Johnson,Taylor Johnson,2007-04-11,18,,Chinese,Shenzhen,No
SSCD_855,Graduate,International,Data Science,Fall,4,36,6,Yes,"Merit, General",Not Eligible,Financial Analytics,Dr. Omar Hassan,Dr. Marcus Lin,2001-09-07,24,,Indian,Hyderabad,Yes
SSCD_608,Undergraduate,International,Business,Fall,1,120,15,No,"Athlete, General",Not Eligible,Marketing Analytics,Dr. Andrew Patel,Morgan Ellis,2005-10-25,20,951-98-6928,Indian,Delhi,Yes
SSCD_151,Undergraduate,International,General,Fall,5,120,12,No,General,Not Eligible,Public Policy,Dr. Ava Greene,Quinn Harper,2007-11-01,18,,Indian,Hyderabad,No
SSCD_943,Graduate,International,Computer Science,Spring,2,33,9,No,General,Not Eligible,"Artificial Intelligence, Blockchain, Cloud Computing","Dr. Maya Iyer, Dr. Noah Williams, Dr. Liam Chen",Dr. Nisha Verma,2001-03-17,24,,Indian,Hyderabad,No
SSCD_009,Undergraduate,Domestic,General,Fall,6,120,15,,"In-State, General",,Education Systems,,Quinn Harper,2005-01-17,20,580-71-8216,American,Texas,Yes
SSCD_358,Undergraduate,Domestic,Engineering,Spring,5,120,9,,General,,Embedded Systems,Dr. Miguel Santos,Casey Alvarez,2008-01-01,18,,American,Arizona,No
SSCD_334,Undergraduate,Domestic,General,Fall,5,120,9,,General,,Community Development,,Quinn Harper,2007-11-04,18,,American,Ohio,No
SSCD_114,Undergraduate,Domestic,General,Fall,7,120,12,,General,,"Public Policy, Community Development",Dr. Ava Greene,Quinn Harper,2006-08-12,19,344-26-8758,American,New York,Yes
SSCD_198,Graduate,International,Computer Science,Fall,2,33,9,No,"Merit, General",Not Eligible,Machine Learning,Dr. Ethan Park,Dr. Nisha Verma,1999-04-22,26,,Nigerian,Lagos,No
SSCD_392,Undergraduate,International,General,Fall,1,120,12,No,General,Not Eligible,Public Policy,Dr. Ava Greene,Quinn Harper,2007-04-27,18,,Chinese,Beijing,No
SSCD_575,Undergraduate,Domestic,Engineering,Fall,6,120,15,,"Athlete, In-State, General","Direct Unsubsidized Loan, In-State Grant",Renewable Energy,Dr. Hannah Fischer,Casey Alvarez,2005-06-26,20,941-18-7565,American,Texas,Yes
SSCD_772,Undergraduate,International,Engineering,Fall,5,120,12,No,"Merit, General",Not Eligible,Smart Infrastructure,Dr. Daniel Brooks,Casey Alvarez,2005-12-28,20,485-63-8432,Indian,Hyderabad,Yes
SSCD_719,Undergraduate,Domestic,Business,Fall,8,120,9,,General,,"Marketing Analytics, Financial Risk, Entrepreneurship","Dr. Andrew Patel, Dr. Chloe Martin, Dr. Isabella Rossi",Morgan Ellis,2005-05-19,20,,American,Washington,No
SSCD_516,Graduate,Domestic,Engineering,Fall,1,36,9,,"Athlete, Alumni, In-State, General","Direct Subsidized Loan, Pell Grant, In-State Grant","IoT Systems, Embedded Systems","Dr. Keira Johnson, Dr. Miguel Santos",Dr. Omar Farouk,1996-10-28,29,545-32-9548,American,Texas,Yes
SSCD_681,Undergraduate,Domestic,General,Spring,6,120,15,,"Merit, In-State, General",Direct Subsidized Loan,Social Justice,,Riley Bennett,2007-04-08,18,,American,Texas,No
SSCD_609,Graduate,International,Computer Science,Fall,3,33,9,No,General,Not Eligible,"Artificial Intelligence, Blockchain, Machine Learning","Dr. Maya Iyer, Dr. Noah Williams, Dr. Ethan Park",Dr. Daniel Cho,1997-02-28,28,,Indian,Mumbai,No
SSCD_139,Graduate,International,Computer Science,Fall,4,33,6,Yes,General,Not Eligible,Cloud Computing,Dr. Liam Chen,Dr. Nisha Verma,1999-10-31,26,175-66-6661,Indian,Hyderabad,Yes
SSCD_405,Undergraduate,Domestic,Engineering,Fall,2,120,12,,"Alumni, In-State, General",Pell Grant,Biomedical Engineering,Dr. Fatima Ali,Taylor Johnson,2008-08-07,17,,American,Texas,No
SSCD_649,Undergraduate,Domestic,Engineering,Fall,3,120,9,,General,,"Robotics, Renewable Energy, Smart Infrastructure","Dr. Rohan Mehta, Dr. Hannah Fischer, Dr. Daniel Brooks",Casey Alvarez,2006-09-20,19,195-38-2858,American,Illinois,Yes
SSCD_892,Undergraduate,International,Data Science,Fall,1,120,15,No,"Merit, General",Not Eligible,Big Data Analytics,Dr. Jacob Stein,Samantha Reed,2004-12-18,21,408-68-1510,Indian,Hyderabad,Yes
SSCD_445,Undergraduate,International,Business,Fall,8,120,12,No,General,Not Eligible,"Supply Chain, FinTech, Corporate Strategy","Dr. Victor Nguyen, Dr. Natalie Cooper, Dr. Samuel Reed",Chris Dawson,2005-07-07,20,723-94-5381,Nigerian,Lagos,Yes
SSCD_525,Undergraduate,Domestic,Data Science,Spring,3,120,9,,"In-State, General",In-State Grant,"Big Data Analytics, Financial Analytics","Dr. Jacob Stein, Dr. Omar Hassan",Jordan Nguyen,2008-01-07,17,,American,Texas,No
SSCD_318,Graduate,International,Computer Science,Fall,3,33,9,No,General,Not Eligible,Blockchain,Dr. Noah Williams,Dr. Daniel Cho,1997-03-04,28,,Indian,Hyderabad,Yes
SSCD_745,Undergraduate,Domestic,Data Science,Spring,8,120,9,,"Athlete, In-State, General","Direct Unsubsidized Loan, Work Study, In-State Grant","MLOps, Big Data Analytics, Healthcare Analytics","Dr. Grace Kim, Dr. Jacob Stein, Dr. Elena Petrova",Samantha Reed,2006-06-04,19,535-24-9922,American,Texas,Yes
SSCD_691,Undergraduate,International,Engineering,Fall,6,120,12,No,General,Not Eligible,Embedded Systems,Dr. Miguel Santos,Taylor Johnson,2008-11-10,17,,French,Lyon,No
SSCD_265,Undergraduate,International,Engineering,Spring,4,120,12,No,General,Not Eligible,"Renewable Energy, Biomedical Engineering, IoT Systems","Dr. Hannah Fischer, Dr. Fatima Ali, Dr. Keira Johnson",Casey Alvarez,2008-07-26,17,,Indian,Hyderabad,No
SSCD_123,Undergraduate,Domestic,General,Fall,8,120,9,,"Merit, Veteran, Alumni, In-State, General",Work Study,"Environmental Studies, Public Policy, Social Justice",Dr. Ava Greene,Quinn Harper,2005-11-15,20,261-68-1053,American,Texas,Yes
SSCD_268,Graduate,International,Data Science,Fall,1,36,9,No,General,Not Eligible,Statistical Learning,Dr. Benjamin Ortiz,Dr. Priyanka Shah,1999-06-11,26,256-97-8770,Indian,Hyderabad,Yes
SSCD_030,Graduate,International,Computer Science,Fall,4,33,12,No,General,Not Eligible,"Artificial Intelligence, Cloud Computing","Dr. Maya Iyer, Dr. Liam Chen",Dr. Daniel Cho,2003-10-25,22,329-23-6736,Indian,Hyderabad,Yes
SSCD_393,Undergraduate,Domestic,Engineering,Fall,4,120,12,,"Athlete, In-State, General","Work Study, Direct Subsidized Loan","Renewable Energy, Embedded Systems","Dr. Hannah Fischer, Dr. Miguel Santos",Casey Alvarez,2005-01-31,20,777-57-2129,American,Texas,Yes
SSCD_331,Undergraduate,Domestic,Data Science,Fall,2,120,9,,"In-State, General",In-State Grant,"Financial Analytics, Healthcare Analytics","Dr. Omar Hassan, Dr. Elena Petrova",Jordan Nguyen,2007-03-22,18,,American,Texas,No
SSCD_163,Undergraduate,Domestic,Engineering,Spring,6,120,9,,"Athlete, In-State, General","Direct Subsidized Loan, Work Study",Biomedical Engineering,Dr. Fatima Ali,Taylor Johnson,2007-08-04,18,,American,Texas,No
SSCD_956,Undergraduate,Domestic,Data Science,Spring,7,120,12,,General,,MLOps,Dr. Grace Kim,Samantha Reed,2006-12-19,19,382-63-6568,American,New York,Yes
SSCD_713,Graduate,International,Computer Science,Spring,1,33,9,No,General,Not Eligible,"Machine Learning, Human-Computer Interaction","Dr. Ethan Park, Dr. Priya Nandakumar",Dr. Nisha Verma,2003-05-15,22,,Indian,Delhi,Yes
SSCD_524,Graduate,International,Computer Science,Fall,4,33,9,No,General,Not Eligible,Human-Computer Interaction,Dr. Priya Nandakumar,Dr. Daniel Cho,2002-01-06,24,419-51-2391,Indian,Pune,Yes
SSCD_690,Undergraduate,Domestic,Data Science,Spring,1,120,9,,General,,Financial Analytics,Dr. Omar Hassan,Jordan Nguyen,2006-07-04,19,651-71-6654,American,Georgia,Yes
SSCD_148,Graduate,Domestic,General,Fall,3,36,9,,"Veteran, In-State, General","State Grant, Direct Unsubsidized Loan, Pell Grant",Social Justice,,Dr. Samuel Price,1998-06-09,27,515-80-1006,American,Texas,Yes
SSCD_631,Graduate,International,Computer Science,Spring,1,33,9,No,"Alumni, General",Not Eligible,Cybersecurity,Dr. Sofia Alvarez,Dr. Nisha Verma,2003-07-06,22,,Indian,Hyderabad,No
SSCD_180,Undergraduate,International,Data Science,Fall,3,120,12,No,General,Not Eligible,"Healthcare Analytics, Financial Analytics, Statistical Learning","Dr. Elena Petrova, Dr. Omar Hassan, Dr. Benjamin Ortiz",Jordan Nguyen,2004-12-16,21,864-53-2886,Indian,Chennai,Yes
SSCD_425,Undergraduate,Domestic,Business,Fall,5,120,9,,"Athlete, Veteran, In-State, General","Direct Subsidized Loan, In-State Grant","Entrepreneurship, Marketing Analytics, Supply Chain","Dr. Isabella Rossi, Dr. Andrew Patel, Dr. Victor Nguyen",Chris Dawson,2008-07-01,17,,American,Texas,No
SSCD_333,Graduate,Domestic,Arts,Fall,3,33,9,,"Veteran, In-State, General","Direct Subsidized Loan, Institutional Grant",Visual Design,,Dr. Yvette Brown,1999-03-12,26,499-43-8454,American,Texas,Yes
SSCD_568,Undergraduate,Domestic,Data Science,Spring,1,120,9,,"Veteran, Athlete, In-State, General",Work Study,"Healthcare Analytics, Statistical Learning, Predictive Modeling","Dr. Elena Petrova, Dr. Benjamin Ortiz, Dr. Aisha Rahman",Jordan Nguyen,2006-06-05,19,260-10-7693,American,Texas,Yes
